"name","demand","degree","strength","closeness","betweenness","eccentricity","tank_distance"
"8337",0.37178368,2,433.861,2.61556129337e-09,14996,224,14
"8338",0.18391898,1,307.801,2.58436065494634e-09,0,225,15
"8339",0.24917102,2,157.495,2.62855631470799e-09,29990,223,13
"834",1.53514469,4,1595.58,2.12539508059493e-09,471094,316,99
"8340",0.36464424,3,316.147,2.64253522087977e-09,357272,220,10
"8341",0.12261266,2,102.818,2.64154622987279e-09,59972,221,11
"8342",0.45432251,2,398.592,2.62436559333458e-09,267707,221,11
"8343",0.06828525,2,153.878,2.55644475003706e-09,89946,226,17
"8344",0.68832745,3,526,2.56895315895502e-09,137237,223,14
"8345",0.03414262,2,119.536,2.56717229028509e-09,104930,225,16
"8346",0,2,18.025,2.56820421011323e-09,119912,224,15
"8347",0.36389226,2,292.84,2.59311893286427e-09,151619,223,13
"8348",0.57240275,3,412.852,2.58638286674109e-09,687849,224,14
"8349",0.48833861,2,340.09,2.56885752825217e-09,613131,225,15
"835",1.78441084,3,1277.192,2.0720199527576e-09,33719,316,99
"8350",0.33794311,2,113.161,2.42778728691e-09,74988,233,23
"8351",0.80538551,3,361.88,2.43717185586249e-09,134923,232,22
"8352",0.21619576,2,131.632,2.42375639125738e-09,30036,230,20
"8353",0.62514345,3,409.451,2.53305594650503e-09,583673,227,17
"8354",0.61147388,2,345.38,2.52181203259568e-09,194780,228,18
"8355",1.65643864,2,1214.333,2.44443049622217e-09,25,228,18
"8356",0.36300673,2,30.644,2.39661535298287e-09,44982,238,28
"8357",0.23094561,2,31.723,2.39448111142198e-09,29990,239,29
"8358",0.49506785,2,349.357,2.39711801848387e-09,59972,237,27
"8359",0.15047442,2,146.061,2.52481161348475e-09,359352,228,18
"836",0.23349722,2,391.246,2.07685548751664e-09,35754,317,100
"8360",0.23480173,2,270.75,2.51912324429749e-09,344402,229,19
"8361",0.31912903,2,386.399,2.49926716208259e-09,329450,230,20
"8362",0,2,177.191,2.46859382834961e-09,284582,233,23
"8363",0.15956452,2,156.949,2.48192100792661e-09,299540,232,22
"8364",1.01032006,2,774.26,2.52867335198134e-09,29940,226,16
"8365",1.52704844,2,910.569,2.49569331035695e-09,14969,227,17
"8366",0.52037048,3,699.531,2.45410607254762e-09,254726,235,25
"8367",0,2,159.838,2.46570089225867e-09,269622,234,24
"8368",0.16039696,2,269.632,2.36946282598844e-09,89946,239,29
"8369",0.32079393,2,457.216,2.3491162604746e-09,74960,240,30
"837",0.287178,2,231.031,2.12172980957665e-09,91913,317,100
"8370",0.54567311,2,529.287,2.43011580591441e-09,149870,236,26
"8371",0.33567297,3,466.317,2.37162766820681e-09,119919,238,28
"8372",0.06283642,1,23.793,2.36962250230848e-09,0,239,29
"8373",0.05387116,2,94.621,2.69459850677649e-09,5900599,214,6
"8374",0.10774232,2,77.384,2.69320984997047e-09,5896471,213,7
"8375",0.04116312,4,308.602,2.69605728777937e-09,14285878,215,5
"8376",0.03712234,2,64.721,2.69486242711757e-09,1338495,216,6
"8377",0.02447973,2,276.61,2.68911714058759e-09,1323704,217,7
"8378",0.19656159,3,277.077,2.65619378041782e-09,1294545,219,9
"8379",0.21629013,2,424.73,2.65015493475398e-09,908201,220,10
"8380",0.40469914,3,859.536,2.65367270785101e-09,12995730,219,1
"8381",0,2,359.703,2.67147169386856e-09,13002992,218,2
"8382",0.18958267,3,237.379,2.59803645876533e-09,881319,222,12
"8383",0.16287521,2,116.37,2.59360098488309e-09,702650,223,13
"8384",0.49359168,2,588.974,2.57006285743542e-09,44919,225,15
"8385",0.29949922,3,487.182,2.37001725559003e-09,687834,250,32
"8386",0.59899843,2,269.447,2.35106433510972e-09,14996,251,33
"8387",0.36466078,3,784.485,2.32590486087344e-09,613274,253,35
"8388",0,2,504.755,2.35829315129259e-09,628110,252,34
"8389",0.29774816,1,26.732,2.37635898876872e-09,0,250,32
"839",0.33293031,2,131.578,2.16604168495837e-09,155030,316,99
"8390",0.59549633,2,261.385,2.37862491045387e-09,14996,249,31
"8391",0,2,338.533,2.3893015573146e-09,702650,249,31
"8392",0,2,140.672,2.36735417934342e-09,643022,251,33
"8393",0.36466078,1,54.19,2.29674647106646e-09,0,255,37
"8394",0.72932156,2,364.026,2.3010411631167e-09,14996,254,36
"8395",0.38149742,2,270.154,2.40045713790986e-09,67,244,26
"8396",0.43163079,2,372.154,2.38313701488647e-09,125,245,27
"8397",0.29774816,3,430.887,2.39869944176078e-09,747446,248,30
"8398",0,2,124.511,2.40611003768907e-09,762246,247,29
"8399",0,2,110.695,2.40941827403856e-09,777140,246,28
"84",0.31166025,3,342.669,1.77825459396919e-09,449131,378,161
"840",0.08978751,2,163.567,2.16380866476109e-09,219761,316,99
"8400",0.43601556,4,142.049,2.41796043243886e-09,896544,244,26
"8401",0.44040033,2,278.45,2.41572572826608e-09,29990,245,27
"8402",0,2,183.888,2.42226295189677e-09,910969,243,25
"8403",0.11850602,1,50.544,2.30662594764568e-09,0,245,35
"8404",0.23701204,2,61.163,2.31066574275567e-09,14996,244,34
"8405",0.50359851,4,264.077,2.2270350568396e-09,119933,265,47
"8406",0.47423458,2,296.001,2.22498680979153e-09,29990,266,48
"8407",0,2,121.354,2.21812762944478e-09,14996,266,48
"8408",0.24281292,3,366.953,2.30141395090963e-09,553725,255,37
"8409",0,2,306.624,2.31956734530207e-09,568442,254,36
"841",0.40752531,3,246.635,2.16653116881104e-09,280876,315,98
"8410",0.43787427,3,289.832,2.27773965395196e-09,269572,259,41
"8411",0.87574854,2,269.337,2.26075141333201e-09,14996,260,42
"8412",0.2425235,3,357.457,2.29216925290042e-09,344367,257,39
"8413",0,2,117.229,2.29743555045002e-09,359257,256,38
"8414",0.35697205,4,316.024,2.26356889184457e-09,194819,262,44
"8415",0,2,390.775,2.25876586204749e-09,149870,263,45
"8416",0,2,143.247,2.27434954401927e-09,224661,260,42
"8417",0,3,180.473,2.26667660693887e-09,209702,261,43
"8418",0.26648122,1,30.573,2.20758281471196e-09,0,268,50
"8419",0.53296244,2,240.717,2.20981940933452e-09,14996,267,49
"842",1.95704026,3,947.846,2.2046175620198e-09,3562205,314,97
"8420",0,2,184.788,2.27976316034006e-09,284489,258,40
"8421",0.2425235,1,19.335,2.27442150513354e-09,0,260,42
"8422",0.48504701,2,95.225,2.27592239218192e-09,14996,259,41
"8423",0.48562585,2,147.129,2.29439871026595e-09,164751,256,38
"8424",0.59978497,2,44.895,2.24268502807632e-09,29986,265,47
"8425",0.7139441,2,110.051,2.23978257170199e-09,15031,266,48
"8426",0.44973182,3,583.792,2.90989649368098e-09,150974,233,34
"8427",0.41255598,2,263.948,2.90878094632874e-09,58099,234,35
"8428",0.27587848,2,138.767,2.89425765124743e-09,79931,234,35
"8429",0.20976745,2,78.504,2.89304411130919e-09,67703,235,36
"843",0.60772481,2,361.678,2.22822435193182e-09,3572329,313,96
"8430",0.14365643,2,108.333,2.88995211175241e-09,60641,236,37
"8431",0.83753931,4,655.566,2.91347167656833e-09,566336,236,36
"8432",0.53991983,2,337.406,2.90824705361353e-09,14996,237,37
"8434",0.76589961,4,584.733,2.89494725697852e-09,545891,237,35
"8435",0.49604038,3,692.322,2.85753802611604e-09,464738,238,32
"8436",0.34219087,2,381.24,2.81312743606087e-09,44982,239,33
"8437",0.01921879,2,292.738,2.85788537736526e-09,463340,239,33
"8438",0.24173585,2,283.349,2.89190183182582e-09,50193,238,36
"8439",0.62009775,2,462.417,2.83310935948997e-09,406240,237,31
"844",0.43863488,1,85.611,2.18930261232931e-09,0,315,98
"8440",0.30476221,2,625.722,2.80157840319282e-09,390691,235,29
"8441",0.60952441,2,737.78,2.82239766599311e-09,396878,236,30
"8442",0.53991983,1,296.282,2.8711475998405e-09,0,238,38
"8443",0.71747665,1,284.779,2.85712314200415e-09,0,238,43
"8444",1.10488264,3,892.038,2.89241487111518e-09,187448,237,42
"8445",0.46382342,2,218.431,2.83733052417142e-09,14648,241,39
"8446",0.68591099,2,472.512,2.83779401855911e-09,18358,240,40
"8447",0.64371644,2,439.951,2.87030038451677e-09,165646,238,42
"8448",0.68630118,2,860.143,2.82333988115653e-09,126933,241,39
"8449",0.54679317,2,486.52,2.83721832722854e-09,136505,240,40
"845",0.87726976,2,211.693,2.19547337682421e-09,14996,314,97
"8450",0.58597287,3,587.82,2.81276128055056e-09,512051,232,26
"8451",0.44022743,2,318.545,2.80008669593584e-09,442059,233,27
"8452",0.28893115,3,99.807,2.8008464408294e-09,521904,234,28
"8453",0.41363744,3,295.37,2.73294669573364e-09,19236,238,32
"8454",0.31808086,2,292.456,2.72967984883325e-09,2138,237,31
"8455",0.13763487,2,117.867,2.79654605523863e-09,196086,235,29
"8456",0.41999907,3,223.098,2.78306714089383e-09,166281,237,31
"8457",0.35360415,2,254.7,2.77881937861475e-09,87298,238,32
"8458",0.34875913,2,288.421,2.7425007129478e-09,34144,239,33
"8459",1.03372718,2,827.27,2.72807892020597e-09,74,239,33
"846",0.74864497,3,309.177,2.2046236325022e-09,41330,313,96
"8460",0.57558419,2,365.901,2.68369999256438e-09,2858020,228,22
"8461",1.07644454,2,681.914,2.70669643984584e-09,2867745,227,21
"8462",0.95216619,3,540,2.76971001843235e-09,90037,239,33
"8463",0.52658925,1,258.371,2.74030292683186e-09,0,240,34
"8464",0.49754973,2,178.229,2.77105507127473e-09,86638,240,34
"8465",1.15700004,3,839.773,2.73682775280948e-09,15066,240,34
"8466",0.4129046,2,751.679,2.78512926866205e-09,120136,242,38
"8467",0.24877486,2,332.68,2.77981655655727e-09,92757,242,36
"8468",0,2,102.693,2.78171533296628e-09,96616,243,37
"8469",0.63028881,1,491.65,2.5875720556365e-09,0,233,27
"847",0.46621596,2,237.675,2.20924790678302e-09,43733,312,95
"8470",1.26057761,2,732.576,2.6378968178584e-09,14996,232,26
"8471",0.63028881,2,165.561,2.67683371037603e-09,44982,230,24
"8472",0.42785105,3,278.509,2.68099801690453e-09,2859433,229,23
"8473",0.07464741,2,663.155,2.91939071662112e-09,194418,236,41
"8474",0.85305312,3,1124.051,2.51055865570885e-09,92975,241,35
"8475",1.01256378,2,572.185,2.4608438278682e-09,63012,242,36
"8476",0.82467744,2,302.008,2.42519969553776e-09,26879,245,39
"8477",0.63679109,2,143.386,2.4228809008859e-09,17874,246,40
"8478",0.10580641,3,150.5,2.78288841074026e-09,138340,243,37
"8479",0.21161282,2,384.376,2.77836783713437e-09,45010,242,36
"848",0.17957502,2,127.816,2.11843522827707e-09,136193,321,104
"8480",0.09768389,1,36.684,2.73271347436943e-09,0,241,35
"8481",0,1,121.696,2.4991086095182e-09,0,242,36
"8482",0.34677123,2,388.778,2.5963968212244e-09,152867,237,31
"8483",0.69354247,2,341.336,2.57532799340701e-09,137892,238,32
"8484",0.21980831,2,162.589,2.64017386874746e-09,29990,234,28
"8485",0.28414343,2,158.92,2.63562722059028e-09,14996,235,29
"8486",0.77473026,4,154.01,2.65660868473602e-09,3168169,232,26
"8487",0.15547319,2,156.3,2.65266972545137e-09,44982,233,27
"8488",0.52787014,2,335.715,2.66760636699612e-09,2801017,230,24
"8489",0.27476201,2,168.958,2.65877485332043e-09,2791838,231,25
"849",0.37987456,2,486.441,2.17047353364687e-09,44982,315,98
"8490",0.1278736,2,533.096,2.65286678810024e-09,2531776,233,27
"8491",0.3503168,4,174.555,2.61969722097283e-09,2570881,235,29
"8492",0,2,228.779,2.61452750509658e-09,167841,236,30
"8493",0.91020417,3,1176.699,2.60895167473513e-09,926084,234,28
"8494",0.99135173,2,604.083,2.65384141356599e-09,937769,233,27
"8495",0.63114318,2,670.984,2.44743411719092e-09,26943,244,38
"8496",0.62549526,2,560.808,2.49469885316109e-09,41919,243,37
"8497",0.34964389,2,461.653,2.54390637601297e-09,34923,238,32
"8498",0.50747738,2,897.821,2.56463231307253e-09,45419,237,31
"8499",0.06528262,2,710.106,2.61627002186728e-09,2363290,236,30
"85",0.24440899,2,190.963,1.77462287245736e-09,315289,379,162
"850",0.67545782,2,499.315,2.1408234359187e-09,29990,316,99
"8500",0.3636655,2,437.369,2.74297726831216e-09,365467,226,20
"8501",0.59538649,3,587.478,2.68122916417015e-09,409415,229,23
"8502",0.72733099,2,585.679,2.69425221184147e-09,340198,228,22
"8503",0.28522187,2,446.024,2.66618831837536e-09,150820,230,22
"8504",1.90250917,2,502.368,2.62488733892186e-09,14996,226,16
"8505",1.59691584,1,266.081,2.59768002802944e-09,0,227,17
"8506",0.57044373,2,257.356,2.6482750768985e-09,140857,231,21
"8507",0.54637625,3,610.775,2.65991965576168e-09,305889,231,25
"8508",0.463442,2,295.01,2.67348971565067e-09,313326,230,24
"8509",0.6483878,3,600.092,2.64595142063908e-09,155907,232,26
"851",0.51341031,3,543.715,2.17477642152836e-09,220747,314,97
"8510",0.18994644,2,370.049,2.64064723189883e-09,135104,232,26
"8511",0.17297262,1,33.179,2.62335843278311e-09,0,234,28
"8512",0.34594524,2,217.074,2.62678706756476e-09,14996,233,27
"8513",0.51532578,2,278.892,2.6311906850477e-09,121245,233,27
"8514",0.79817931,3,764.369,2.63029190696887e-09,188822,233,27
"8515",0.81305122,3,395.169,2.60394488894387e-09,169588,235,25
"8516",0.32674131,2,388.604,2.60541211677761e-09,168523,234,26
"8517",0.36600031,2,228.703,2.59356927857138e-09,135595,234,24
"8518",0.56736051,2,468.154,2.59073698911456e-09,27289,236,26
"8519",0.47746278,3,615.351,2.64952709292947e-09,873870,225,15
"852",1.64665777,3,1291.774,2.17759862933756e-09,488042,315,98
"8520",0.1864771,3,256.203,2.61018077352084e-09,89955,229,19
"8521",0.37295419,2,427.366,2.63096161703109e-09,104930,228,18
"8522",0.28002004,2,332.037,2.64303724604765e-09,836955,226,16
"8523",0.88991336,2,577.877,2.6355927536609e-09,121763,229,19
"8524",0.74470151,3,437.909,2.62371396424957e-09,866251,228,18
"8525",0.17100129,2,132.218,2.60742740205338e-09,29990,230,20
"8526",0.34200259,2,162.524,2.59674396943902e-09,14996,231,21
"8527",0.35891032,2,324.992,2.60739886314863e-09,29990,230,20
"8528",0.35891032,1,232.864,2.55440805349462e-09,0,232,22
"8529",0.71782064,2,530.591,2.57739861886004e-09,14996,231,21
"853",0.92147384,3,757.319,2.13607903351417e-09,19077,317,100
"8530",0.27871602,3,479.95,2.62099731040855e-09,780002,229,19
"8531",0.06415117,2,452.834,2.61608139607119e-09,697907,230,20
"8532",0.39423705,3,481.609,2.52879427147942e-09,27476,232,22
"8533",0.49328087,2,593.627,2.56062543852928e-09,37596,231,21
"8534",0.25119382,4,149.991,2.59353195255725e-09,754061,232,22
"8535",0,2,61.731,2.59354090459638e-09,135502,233,23
"8536",0.14304323,2,508.023,2.58918527963509e-09,602091,233,23
"8537",0.29519323,2,244.037,2.52540645409994e-09,4873,233,23
"8538",0,1,30.726,2.52585118707689e-09,0,233,23
"8539",0.22884746,1,36.812,2.59606722479026e-09,0,236,30
"854",0.79523587,1,401.109,2.10898161311866e-09,0,318,101
"8540",0.45769492,2,303.711,2.59979302492098e-09,14996,235,29
"8541",0.80715212,3,360.939,2.62712582348463e-09,116977,234,28
"8542",0.64128369,2,464.273,2.62494035966906e-09,82746,235,29
"8543",1.08353035,2,871.473,2.61311429878709e-09,62029,234,28
"8544",0.60715633,2,400.928,2.57190470054514e-09,17501,237,27
"8545",0.64695215,2,470.687,2.56482804210183e-09,7895,238,28
"8546",0.95710487,3,924.913,2.55964784286571e-09,594975,234,24
"8547",0.83747343,2,353.566,2.54625029643883e-09,573099,235,25
"8548",0.09388647,2,172.636,2.59280798834055e-09,820757,236,30
"8549",0.18777293,2,190.345,2.59436382662563e-09,831121,235,29
"855",0.14887307,2,320.159,2.1397757090006e-09,32598,318,101
"8550",0.79578345,4,176.477,2.57929718490296e-09,818392,236,30
"8551",0,2,195.172,2.58237979051139e-09,810400,237,31
"8552",0.12469391,2,185.744,2.56633610549251e-09,670739,238,32
"8553",0.2051651,2,178.913,2.57634549130447e-09,681098,237,31
"8554",0.43107638,3,447.969,2.53040736121481e-09,47941,239,33
"8555",0.1918104,2,210.032,2.53315746875652e-09,24437,239,33
"8556",0.30287144,2,500.858,2.57353051643272e-09,55143,237,31
"8557",0.68589631,4,274.021,2.55236631416668e-09,654744,240,30
"8558",0.04422272,2,176.768,2.55461825071967e-09,650425,240,31
"8559",0.05107156,2,292.249,2.54251553433865e-09,572235,239,29
"856",0.48946395,3,403.181,2.19195599535814e-09,733570,313,96
"8560",0.68358534,4,119.072,2.53725668452039e-09,1078329,237,27
"8561",0,2,168.617,2.5372753655574e-09,567398,238,28
"8562",0.42306327,2,232.52,2.53357855597021e-09,403180,238,28
"8563",0.46684653,1,255.422,2.53479609258791e-09,0,235,25
"8564",0.13180147,2,59.279,2.29003493891545e-09,8,259,49
"8565",0.11822854,2,194.67,2.29093605613111e-09,7,258,48
"8566",0.46416374,3,230.916,2.31697802832781e-09,164863,253,43
"8567",0.14537441,2,58.998,2.31357366797197e-09,74948,254,44
"8568",0.33236227,3,139.409,2.35393333435199e-09,239724,250,40
"8569",0.66472455,2,289.723,2.34600706601322e-09,194792,251,41
"857",0.11531857,2,211.801,2.18772106165191e-09,501477,314,97
"8570",0.19239408,3,293.649,2.35573937604235e-09,269639,249,39
"8571",0,1,10.101,2.35489906641047e-09,0,250,40
"8572",0,1,53.287,2.34771376650409e-09,0,252,42
"8573",0,2,75.052,2.35212644731491e-09,14996,251,41
"8574",0.74253111,3,1330.562,2.51109044328589e-09,583400,239,29
"8575",0.10663398,2,275.537,2.53472791057531e-09,597270,238,28
"8576",0.18985971,2,719.715,2.4499391412457e-09,478880,240,30
"8577",1.05462495,2,836.989,2.47254090986868e-09,75675,240,30
"8578",0.08322692,3,198.12,2.44510579409351e-09,463976,241,31
"8579",0,1,15.447,2.44372168928791e-09,0,242,32
"858",0.51366207,3,517.408,2.20699069921664e-09,87460,310,93
"8580",0.16645385,2,276.461,2.43367056654906e-09,434072,242,32
"8581",1.19202421,3,234.833,2.38424427476056e-09,329471,246,36
"8582",0.38478816,2,77.474,2.38144626497021e-09,299540,247,37
"8583",1.08285705,3,307.91,2.41725864635803e-09,404214,244,34
"8584",1.05467586,2,495.15,2.41291919579023e-09,29942,245,35
"8585",0.9445844,2,383.202,2.39824736526613e-09,344356,245,35
"8586",0.78709421,2,62.492,2.899948944039e-09,44982,238,53
"8587",2.32252854,3,1176.445,2.38663530121645e-09,29991,248,42
"8588",1.77896212,1,441.428,2.34951600134318e-09,0,249,43
"8589",0.6948447,2,589.825,2.43589366556752e-09,44982,247,41
"859",0.42387546,2,79.475,2.20415689535173e-09,44982,311,94
"8590",0.13133911,1,169.851,2.37221469255448e-09,0,249,43
"8591",0.50360537,4,266.753,2.56910623731772e-09,2379134,238,32
"8592",0.15214822,2,32.03,2.56760580473731e-09,238429,239,33
"8593",1.99741766,3,1288.289,2.55147106279314e-09,2013578,242,36
"8594",1.67361436,1,1150.477,2.44389240975477e-09,0,243,37
"8595",0.31643285,2,237.089,2.56470613772344e-09,2036831,239,33
"8596",0.28435727,2,68.139,2.554368342326e-09,2019229,241,35
"8597",0.30429643,2,319.219,2.56712449312651e-09,229578,240,34
"8598",0.5536682,3,517.725,2.54924216472222e-09,227054,241,35
"8599",0.60669798,2,239.073,2.54723945733711e-09,85605,242,36
"86",0.16592179,3,340.455,1.77152045405789e-09,104933,379,162
"860",0.49776531,3,134.049,2.19553447071202e-09,744585,312,95
"8600",0.88367815,3,615.526,2.54127922376558e-09,164192,243,37
"8601",0.54589206,2,288.941,2.53492835297774e-09,125777,242,36
"8602",1.53621238,4,2143.845,2.54258102037061e-09,2029342,244,38
"8603",0.56523478,2,1124.787,2.44345822750856e-09,74960,245,39
"8604",0.63590248,2,241.683,2.54769642134268e-09,1994735,243,37
"8605",0.02722334,2,184.019,2.53746489416245e-09,1944071,245,39
"8606",0.7654212,4,772.364,2.53230700110466e-09,2047637,244,38
"8607",0.05444668,2,132.371,2.53310901915937e-09,1933995,245,39
"8608",0.36075173,2,219.559,2.52701453729694e-09,128867,244,38
"8609",0.28401523,2,223.554,2.52023731105073e-09,113903,245,39
"861",0.85689506,1,321.54,2.15497148219858e-09,0,316,99
"8610",0.33424556,3,261.106,2.50583090845679e-09,98966,246,40
"8611",0.05028199,2,148.494,2.503628089451e-09,54034,246,40
"8612",0.93397173,2,468.022,2.49783388292063e-09,14996,247,41
"8613",0.72850653,1,382.811,2.46252339184498e-09,0,248,42
"8614",0.33003975,2,57.159,2.78676107010452e-09,5859663,251,66
"8615",0.41892699,3,424.251,2.77760682922357e-09,5848164,253,68
"8616",0.2046028,2,471.324,2.77093670819685e-09,113,254,69
"8617",0.77916605,2,527.262,2.76609657703409e-09,109499,250,65
"8618",0.2126135,2,83.906,2.76545839982009e-09,101385,251,66
"8619",0.3388663,2,691.814,2.76445329412418e-09,5829835,254,69
"862",0.28097076,2,262.295,2.19395905699331e-09,16204,311,94
"8620",0.22505552,3,625.974,2.73409683266347e-09,72496,255,70
"8621",0.11050619,2,93.223,2.73182546390507e-09,65341,256,71
"8622",0.22101238,2,328.69,2.72916800710456e-09,58264,257,72
"8623",0.34162642,2,519.042,2.74457578168898e-09,5824608,255,70
"8624",0.35988238,4,154.114,2.74287360071699e-09,6051979,256,71
"8625",0.40831074,2,208.915,2.73986700668242e-09,63848,257,72
"8626",0.81662148,2,420.85,2.71954205062279e-09,48876,258,73
"8627",1.63070994,2,1020.176,2.4702547879666e-09,14996,245,39
"8628",0.68839081,2,488.028,2.52227105700989e-09,2000500,245,39
"8629",0.58278979,3,449.759,2.52376353961149e-09,2034078,246,40
"863",0.45740573,3,466.969,2.22649314317118e-09,170484,309,92
"8630",0.3376484,2,346.327,2.50333609156907e-09,19075,247,41
"8631",0.13954039,2,558.472,2.53024373581896e-09,2035797,247,41
"8632",0.4220247,3,455.472,2.52213866888423e-09,43238,257,51
"8633",0.08167002,2,111.293,2.51611271162395e-09,14996,258,52
"8634",0.6274366,2,212.054,2.51255215692788e-09,23415,240,34
"8635",0.57847464,2,403.207,2.5479776129199e-09,51541,241,31
"8636",1.01908386,2,717.794,2.49646034943658e-09,373305,240,30
"8637",1.3407221,3,1025.751,2.44908041969097e-09,358546,241,31
"8638",0.92878632,3,975.753,2.46424299952917e-09,17765,242,34
"8639",0.88740228,2,675.103,2.51022123022671e-09,8427,241,35
"864",0.17063726,2,102.078,2.19642606431768e-09,742040,313,96
"8640",0.19584787,1,95.651,2.45556340115386e-09,0,243,35
"8641",0.55166561,3,369.793,2.50788607585286e-09,144942,244,38
"8642",0.50715716,2,288.482,2.49639648088671e-09,119912,245,39
"8643",0.72909602,2,342.329,2.48099564885035e-09,104930,246,40
"8644",0.95103488,2,183.544,2.46483590467986e-09,89946,247,41
"8645",1.10469436,3,904.891,2.43466354624846e-09,60751,241,31
"8646",0.65670624,3,387.423,2.42832954558783e-09,343616,242,32
"8647",0.09622675,1,136.822,2.41629060819333e-09,0,243,33
"8648",0.94800166,2,382.862,2.41616153725187e-09,45630,242,32
"8649",0.12028878,1,78.369,2.39043774067825e-09,0,245,35
"865",0.29525555,3,410.491,2.20230049661799e-09,755962,312,95
"8650",0.24057756,2,125.177,2.39717210160369e-09,14996,244,34
"8651",0.2054652,2,150.319,2.42682234394672e-09,313700,243,33
"8652",0.71327616,3,455.836,2.40121197082279e-09,30734,243,33
"8653",0.23797309,2,267.075,2.41072715829149e-09,776,244,34
"8654",0.39304734,4,121.181,2.41337172251396e-09,284608,245,35
"8655",0.24967721,2,298.814,2.40960806740761e-09,14996,246,36
"8656",0.61465574,1,430.637,2.36261549803698e-09,0,252,46
"8657",1.22931147,2,637.999,2.39922131746914e-09,14996,251,45
"8658",1.40487683,3,674.601,2.42912761020157e-09,59975,249,43
"8659",0.31470366,1,148.984,2.41601572467624e-09,0,250,44
"866",0.37536776,2,280.051,2.20631463392951e-09,761862,311,94
"8660",0.09297917,2,100.264,2.41101623227502e-09,224730,246,36
"8661",0.24967721,2,250.153,2.37297091795351e-09,14996,251,41
"8662",0,2,170.296,2.38133822490334e-09,29990,250,40
"8663",0.49122834,4,178.349,2.38743602913473e-09,179865,249,39
"8664",0.45167334,2,253.971,2.38437717682323e-09,29990,250,40
"8665",0.24967721,1,151.399,2.3602549399092e-09,0,252,42
"8666",0.43780416,2,127.4,2.38379705592127e-09,74960,250,40
"8667",0.40469914,3,153.539,2.55599821968972e-09,13332108,227,9
"8668",0.80939829,2,102.495,2.55680928155679e-09,12928727,226,8
"8669",0.16568202,3,394.757,2.44651070891883e-09,1015299,240,22
"867",0.35109833,1,328.386,2.15387599053718e-09,0,316,99
"8670",0.33136404,2,403.739,2.41821596744118e-09,44855,241,23
"8671",0,2,125.789,2.45095668680321e-09,1030032,239,21
"8672",0,2,93.003,2.45774927502478e-09,1044890,238,20
"8673",0.34990197,3,402.288,2.45928565434671e-09,1104515,237,19
"8674",0.69980394,2,440.708,2.42823162994650e-09,29990,238,20
"8675",0,2,40.55,2.4627311478349e-09,1119150,236,18
"8676",0,2,89.638,2.46293249743333e-09,1133996,235,17
"8677",0.10477181,3,331.719,2.47082777312869e-09,1148841,234,16
"8678",0,2,142.436,2.48183325914647e-09,1163526,234,16
"8679",0.20954361,2,199.498,2.46677015482717e-09,78,233,15
"868",0.70219667,2,396.2,2.17696644580055e-09,14996,315,98
"8680",0.10477181,3,419.207,2.48727533084737e-09,1519333,231,13
"8681",0,2,603.76,2.51207407990783e-09,1534082,230,12
"8682",0,2,423.188,2.53881239241578e-09,12149751,229,11
"8683",0,2,374.624,2.55323195668565e-09,12156850,228,10
"8684",0.87438484,3,710.656,2.41209984775321e-09,59975,236,18
"8685",0.26624756,1,46.052,2.40808848765229e-09,0,237,19
"8686",0.20872752,3,259.663,2.483798905998e-09,1461446,233,15
"8687",0,2,38.022,2.48703092064446e-09,1474745,232,14
"8688",0.41745504,2,453.07,2.46522014904441e-09,269622,234,16
"8689",0.32170697,1,458.831,2.35347792390204e-09,0,239,21
"869",0.30426876,3,152.786,2.16302081842983e-09,1912558,318,101
"8690",0.64341395,2,621.227,2.3922160594693e-09,14996,238,20
"8691",0.06455906,2,538.705,2.5340635603212e-09,12142936,230,12
"8692",0.2240025,3,539.284,2.51028284415103e-09,12189533,233,15
"8693",0.12911812,2,145.78,2.51219942507268e-09,12130066,232,14
"8694",0.64727789,3,667.336,2.46532445757011e-09,194832,235,17
"8695",0.40851128,2,509.842,2.46275338821505e-09,104930,236,18
"8696",0.31318389,2,485.339,2.46914254355656e-09,209762,234,16
"8697",0.57299117,3,206.911,2.44026147030818e-09,239719,236,18
"8698",0.32450653,2,365.255,2.43653382152974e-09,149838,237,19
"8699",0.43030073,3,375.332,2.40490434568039e-09,119917,239,21
"87",0.10382085,2,68.036,1.75761344357751e-09,5,382,165
"870",0.06892717,2,93.223,2.16455244285208e-09,1924468,317,100
"8700",0.40402076,2,497.52,2.3781350010637e-09,27,240,22
"8701",0.13207418,2,145.056,2.40265500036456e-09,89946,240,22
"8702",0.13040202,1,53.847,2.34714723805615e-09,0,246,28
"8703",0.26080404,2,275.162,2.35160422652141e-09,14996,245,27
"8704",0.20425564,3,353.162,2.38733866771263e-09,29991,241,23
"8705",0,1,32.269,2.38458388356253e-09,0,242,24
"8706",0.40365003,2,162.402,2.37913132427463e-09,59972,242,24
"8707",0.33928509,2,274.585,2.39239766041446e-09,74960,241,23
"8708",0,1,308.233,2.36128214365653e-09,0,242,24
"8709",0.00285149,3,1954.001,2.4226876543492e-09,18338777,250,32
"871",0.55006888,3,740.411,2.1817959520824e-09,1994388,314,97
"8710",0.00570298,2,112.77,2.42281679676645e-09,11947121,249,31
"8711",0.01081414,2,713.985,2.4138746774521e-09,7272832,251,33
"8712",0.10350749,2,552.524,2.21574618276037e-09,8305827,225,49
